Timestamp,Do you use the standard library’s lock types (Mutex or RwLock) in any of your projects?,Do you use locks from outside the standard library (such as from antidote or parking_lot) in any of your projects?,Which of these is closest to how you acquire locks? (Select all that apply),Have you ever thought carefully about lock poisoning in your projects?,"If so, what do you want to happen when a lock is poisoned? (Select all that apply)",Do you think you’ve benefited from the standard library’s lock types providing poisoning by default?,Do you use the standard library’s lock types or their guards in the public API of any of your projects?,"If so, what’s an example of how the standard library’s lock or guard types appear in the public API of any of your projects? (Please keep accidental information leakage in mind here and consider replacing names with placeholders)",How much friction do you think would be involved in migrating any of your projects from the standard library’s poisoning lock types to a non-poisoning lock crate like antidote or parking_lot? (That would mean replacing .lock().unwrap() with .lock()),Why do you use locks from outside the standard library? (Select all that apply),Do you implement poisoning some other way?,"If so, what do you want to happen when data is poisoned? (Select all that apply)",Would you use a poisoning implementation from the standard library if it was independent of Mutex or RwLock?
2020/12/21 8:06:02 AM GMT+11,Yes,Yes,.lock()?,Yes,I never want my program to terminate;I want to access the data again;I want to check and fix the data,No,No,,None,To avoid having to write .lock.unwrap();For async/await,No,,No
2020/12/21 2:32:04 PM GMT+11,Yes,No,.lock().unwrap(),No,,No,,,A manageable amount,For no-std,No,,
2020/12/21 2:49:27 PM GMT+11,No,Yes,.lock(),No,I want my program to terminate,No,No,,A manageable amount,To avoid having to write .lock.unwrap();For async/await;rwlock guaranteed writer priority of parking_lot,No,I want my program to terminate,No
2020/12/21 3:27:53 PM GMT+11,No,No,.lock().unwrap(),No,,No,No,,None,To avoid having to write .lock.unwrap();For performance,No,,No
2020/12/21 7:54:27 PM GMT+11,Yes,No,.lock().unwrap(),No,I want my program to terminate,,No,,None,,No,,No
2020/12/21 11:10:19 PM GMT+11,Yes,No,.lock().unwrap();.lock()?,Yes,I want my program to terminate,Yes,No,,A manageable amount,,,,
2020/12/22 12:57:03 AM GMT+11,Yes,No,.lock().unwrap(),Yes,I want my program to terminate;I never want to access the data again,No,No,,None,,,,
2020/12/22 1:38:33 AM GMT+11,Yes,Yes,.lock().unwrap();.lock()?,No,,No,Yes,Arc<Mutex<[...]>> often appears for functions callable from any thread,A manageable amount,For async/await,No,,No
2020/12/22 1:54:25 AM GMT+11,Yes,Yes,.lock().unwrap(),Yes,I want my program to terminate;I never want to access the data again,,Yes,"```
pub fn state(&self) -> MutexGuard<ThingState> {
        self.state.lock().unwrap()
 }
```",A manageable amount,For performance,No,,Yes
2020/12/22 2:52:05 AM GMT+11,Yes,No,.lock().unwrap(),No,I want to check and fix the data,No,No,,None,,,,
2020/12/22 7:40:32 AM GMT+11,Yes,No,.lock().unwrap(),Yes,I want to check and fix the data,No,No,,A manageable amount,,Yes,I want to check and fix the data,Yes
2020/12/22 8:11:14 AM GMT+11,Yes,Yes,.lock().unwrap(),Yes,I want my program to terminate,No,No,,A manageable amount,For performance,No,,Yes
2020/12/22 12:14:28 PM GMT+11,Yes,No,.lock().unwrap(),No,I want my program to terminate,Yes,No,,A manageable amount,,,,
2020/12/22 8:55:08 PM GMT+11,Yes,No,.lock().unwrap();.lock()?,No,I never want my program to terminate;I want to check and fix the data,No,No,,A manageable amount,To avoid having to write .lock.unwrap(),,,
2020/12/23 12:34:36 AM GMT+11,Yes,No,.lock().unwrap();.lock()?;.lock().unwrap_or_else(PoisonGuard::into_inner),Yes,I want my program to terminate;I want to access the data again;I want to check and fix the data,No,No,,None,To avoid having to write .lock.unwrap();For performance;For async/await,No,I want my program to terminate;I want to check and fix the data,Yes
2020/12/23 1:59:04 AM GMT+11,Yes,Yes,.lock().unwrap(),No,I never want to access the data again,No,Yes,,None,To avoid having to write .lock.unwrap();For async/await,No,I want my program to terminate,Yes
2020/12/23 10:01:38 AM GMT+11,Yes,No,.lock().unwrap();.lock().unwrap_or_else(PoisonGuard::into_inner),No,,No,No,,A manageable amount,,,,
2020/12/23 10:38:01 AM GMT+11,Yes,Yes,.lock().unwrap(),No,,,Yes,,None,For performance,No,,No
2020/12/23 11:24:39 AM GMT+11,Yes,Yes,.lock().unwrap(),No,,No,No,,A manageable amount,For async/await,No,,Yes
2020/12/23 12:08:47 PM GMT+11,Yes,No,.lock().unwrap(),No,I want my program to terminate,Yes,No,,A manageable amount,,,,
2020/12/23 12:13:00 PM GMT+11,Yes,No,.lock()?,No,,No,No,,None,,,,
2020/12/23 2:53:55 PM GMT+11,Yes,Yes,.lock().unwrap();.lock()?,No,I want my program to terminate;I want to access the data again;I want to check and fix the data,No,No,,A manageable amount,For performance;For no-std;For const fn new(),No,,No
2020/12/24 1:51:46 PM GMT+11,Yes,No,.lock().unwrap_or_else(PoisonGuard::into_inner),No,,No,No,,A manageable amount,,,,
2020/12/24 6:58:40 PM GMT+11,No,Yes,lock(),No,I want to check and fix the data,No,No,,A manageable amount,For performance,No,I never want my program to terminate;I want to check and fix the data,No
2020/12/24 8:13:17 PM GMT+11,Yes,Yes,.lock().unwrap();.lock()?,No,,Yes,No,,A manageable amount,For async/await,No,,Yes
2020/12/25 12:52:08 PM GMT+11,Yes,Yes,.lock().unwrap(),No,I want my program to terminate;I never want to access the data again,No,Yes,"Usually wraps non-thread safe internal structure in a safe manner by type redeclaration:
pub type DataMap<K, V> = Mutex<HashMap<K, V>>",A manageable amount,To avoid having to write .lock.unwrap();For performance,Yes,"I want my program to terminate;I want to check and fix the data;I never want to access the data again;In general, I try to avoid the situation where data are poisoned in the first place. In other words, I aim to prevent programs from panicking while holding a lock.",Yes
2020/12/26 3:32:21 AM GMT+11,Yes,No,.lock().unwrap(),No,I want my program to terminate,No,No,,A manageable amount,,,,
2020/12/26 5:36:57 AM GMT+11,Yes,No,.lock().unwrap(),No,I want my program to terminate,No,No,,None,,,,
2020/12/26 11:08:15 AM GMT+11,Yes,No,.lock().unwrap(),No,,,Yes,,None,for guaranteed reader saturation behaviour of RwLock,,,
2020/12/26 7:17:55 PM GMT+11,Yes,No,.lock().unwrap(),No,I want my program to terminate,No,No,,None,For async/await,No,I want my program to terminate,No
2020/12/26 7:26:59 PM GMT+11,Yes,No,.lock().unwrap(),Yes,I never want my program to terminate;I want to access the data again,No,No,,A manageable amount,For async/await,No,I never want my program to terminate;I want to access the data again,No
2020/12/26 8:58:44 PM GMT+11,Yes,No,.lock().unwrap(),No,I want to have the choice between all of these,Yes,No,,None,,,,
2020/12/26 10:50:35 PM GMT+11,Yes,No,.lock().unwrap(),Yes,I want my program to terminate;I want to check and fix the data,Yes,No,,None,,,,
2020/12/27 2:26:01 AM GMT+11,Yes,No,.lock().unwrap();.lock().unwrap_or_else(PoisonGuard::into_inner),No,I never want my program to terminate,No,No,,A manageable amount,,No,,Yes
2020/12/27 2:38:04 AM GMT+11,Yes,No,.lock().unwrap(),Yes,I want my program to terminate,No,No,,None,,No,,No
2020/12/27 3:52:28 AM GMT+11,Yes,Yes,.lock().unwrap(),No,,,Yes,,None,For async/await,No,,
2020/12/27 7:28:30 PM GMT+11,Yes,Yes,.lock().unwrap(),No,I want to check and fix the data,Yes,No,,A manageable amount,For async/await,No,,Yes
2020/12/28 3:03:08 AM GMT+11,Yes,Yes,".lock().unwrap();.lock().expect(""Can't lock .."")",No,I never want my program to terminate,No,No,,A manageable amount,For performance;For async/await,No,I want my program to terminate;I never want my program to terminate,Yes
2020/12/28 12:39:09 PM GMT+11,Yes,No,.lock().unwrap(),Yes,I want my program to terminate,No,No,,None,,,,
2020/12/28 2:34:14 PM GMT+11,Yes,Yes,.lock().unwrap(),No,,No,No,,None,To avoid having to write .lock.unwrap();For performance;smaller size + const-time eval,Yes,I want to check and fix the data,Yes
2020/12/28 6:54:33 PM GMT+11,Yes,Yes,.lock()?;.lock().unwrap_or_else(PoisonGuard::into_inner),Yes,I never want my program to terminate;I want to access the data again;I want to check and fix the data,No,No,,None,For performance;For async/await,No,,Yes
2020/12/29 6:24:26 AM GMT+11,Yes,No,.lock()?,No,I want to check and fix the data,No,No,,None,For performance;For async/await,No,I want to check and fix the data,Yes
2020/12/29 6:30:09 AM GMT+11,Yes,Yes,.lock().unwrap(),Yes,I want my program to terminate,Yes,Yes,impl Deref<Mutex<Inner>> for SynchronizedInner { type Target = Mutex<Inner>; /* ... */ },None,For performance;For no-std,No,,Yes
2020/12/29 9:35:09 AM GMT+11,Yes,Yes,.lock().unwrap(),No,I want my program to terminate,No,No,,A manageable amount,For async/await,No,I want my program to terminate,No
2020/12/29 11:01:00 AM GMT+11,Yes,Yes,.lock().unwrap(),No,I want my program to terminate;I want to access the data again;I want to check and fix the data;I never want to access the data again,Yes,No,,A manageable amount,For async/await,No,,Yes
2020/12/30 9:38:44 AM GMT+11,No,Yes,.lock().unwrap(),No,I want my program to terminate;I want to check and fix the data,No,,,None,To avoid having to write .lock.unwrap();For performance,No,,No
2020/12/30 11:22:31 PM GMT+11,Yes,Yes,.lock().unwrap(),No,I want my program to terminate;I never want to access the data again,No,Yes,,None,To avoid having to write .lock.unwrap();For performance,No,I want my program to terminate;I never want to access the data again,Yes
2020/12/31 12:16:53 AM GMT+11,Yes,No,.lock().unwrap(),No,I want to access the data again,No,No,,None,,,,
2020/12/31 10:36:13 AM GMT+11,Yes,Yes,.lock().unwrap();.lock()?,No,,No,No,,None,To avoid having to write .lock.unwrap();For performance,No,why poison?,No
2020/12/31 10:37:58 PM GMT+11,Yes,Yes,.lock().unwrap(),No,I never want my program to terminate;I want to access the data again,No,No,,None,To avoid having to write .lock.unwrap();For no-std;For async/await,No,,Yes
2021/01/01 2:44:50 AM GMT+11,Yes,No,.lock().unwrap(),No,I want my program to terminate,No,No,,A manageable amount,,No,,
2021/01/01 2:48:41 AM GMT+11,Yes,No,.lock().unwrap();.lock()?,No,I never want to access the data again,Yes,No,,A manageable amount,,,,
2021/01/01 7:07:31 PM GMT+11,Yes,Yes,.lock().unwrap();.lock().unwrap_or_else(PoisonGuard::into_inner),Yes,I want to access the data again;I want my program to have already terminated on the initial panic,No,No,,A manageable amount,"To avoid having to write .lock.unwrap();For async/await;For features like parking_lot’s map, fairness, reentrancy etc",No,,No
2021/01/01 7:49:56 PM GMT+11,Yes,No,.lock().unwrap();.lock()?,No,I want my program to terminate;I want to access the data again,Yes,No,,A manageable amount,To avoid having to write .lock.unwrap(),No,,Yes
2021/01/02 6:33:10 AM GMT+11,Yes,No,.lock().unwrap();.lock()?,Yes,I want my program to terminate,No,No,,A manageable amount,For async/await,No,I want my program to terminate,Yes
2021/01/02 1:29:32 PM GMT+11,Yes,Yes,.lock().unwrap(),Yes,I want my program to terminate,No,No,,A manageable amount,To avoid having to write .lock.unwrap();For performance,No,I want my program to terminate;I want to check and fix the data,Yes
2021/01/02 9:08:23 PM GMT+11,No,Yes,.lock().unwrap(),Yes,I never want my program to terminate,No,No,,None,"To avoid having to write .lock.unwrap();For performance;For Predictability. I like RwLock having a ""task-fair"" policy, where readers wait for pending writers.",No,I want to access the data again;I want to check and fix the data,Yes
2021/01/03 6:38:40 AM GMT+11,Yes,No,.lock()?,No,I want my program to terminate;I never want to access the data again,Yes,No,,None,,,,
2021/01/05 1:09:11 AM GMT+11,Yes,Yes,.lock().unwrap(),No,I want my program to terminate;I want to check and fix the data;I never want to access the data again,No,No,,None,To avoid having to write .lock.unwrap();For performance;For async/await,No,I want my program to terminate;I want to check and fix the data;I never want to access the data again,Yes
2021/01/05 2:31:07 AM GMT+11,Yes,No,.lock().unwrap(),No,I want my program to terminate,No,No,,A manageable amount,,No,,No
2021/01/05 9:12:54 AM GMT+11,Yes,Yes,.lock().unwrap(),Yes,I never want to access the data again,Yes,No,,A manageable amount,For performance;For async/await,No,I never want to access the data again,Yes
2021/01/05 10:31:57 AM GMT+11,Yes,No,.lock().unwrap(),No,I want my program to terminate;I never want to access the data again,Yes,No,,A manageable amount,,,,
2021/01/05 10:55:47 AM GMT+11,Yes,No,.lock().unwrap(),No,I want my program to terminate;I want to check and fix the data,No,No,,A manageable amount,,No,,Yes
2021/01/05 11:23:18 AM GMT+11,Yes,No,.lock().unwrap();.lock()?,No,I want my program to terminate;I want to check and fix the data,Yes,No,,A manageable amount,,No,,Yes
2021/01/05 6:00:13 PM GMT+11,Yes,No,.lock()?,Yes,I want my program to terminate,Yes,No,,A manageable amount,,,,Yes
2021/01/08 12:44:04 PM GMT+11,Yes,Yes,.lock().unwrap();.lock()?,Yes,I want my program to terminate;I want to access the data again;I want to check and fix the data,Yes,Yes,,A manageable amount,For async/await,Yes,I want my program to terminate;I want to check and fix the data,Yes
2021/01/10 12:20:20 PM GMT+11,No,No,,No,,,No,,None,,,,
2021/01/10 2:48:47 PM GMT+11,Yes,No,.lock()?;lock().await.,No,I want my program to terminate,No,No,,A manageable amount,For async/await,No,I want my program to terminate,Yes
2021/01/11 2:51:58 PM GMT+11,Yes,No,.lock().unwrap(),No,I want my program to terminate;I never want to access the data again,Yes,No,,None,,,,
2021/01/11 4:09:24 PM GMT+11,Yes,No,.lock().unwrap(),No,,No,No,,None,,,,
2021/01/11 10:31:53 PM GMT+11,Yes,Yes,let _ = mtx.lock();,No,I want to access the data again;I want to check and fix the data,No,No,,A manageable amount,For async/await,No,I want to access the data again;I want to check and fix the data,No
2021/01/12 9:04:33 AM GMT+11,Yes,Yes,.lock().unwrap(),No,,No,No,,None,For performance,No,,No
2021/01/12 11:34:24 PM GMT+11,Yes,No,.lock()?,Yes,I want my program to terminate;I want to check and fix the data,Yes,No,,A manageable amount,,,,
2021/01/13 5:54:21 PM GMT+11,Yes,Yes,.lock().unwrap(),Yes,I want to access the data again,Yes,Yes,,A manageable amount,For performance,No,I want to access the data again,Yes
2021/01/14 8:23:22 AM GMT+11,Yes,Yes,.lock().unwrap(),No,,Yes,No,,None,To avoid having to write .lock.unwrap();For performance;For async/await,No,,Yes
2021/01/15 4:30:00 AM GMT+11,Yes,Yes,.lock()?,No,I want to check and fix the data,No,Yes,,Too much,For performance;For no-std;For async/await,No,I want to check and fix the data,Yes
2021/01/16 5:27:13 AM GMT+11,Yes,Yes,.lock().unwrap(),No,I want my program to terminate,No,Yes,Passing guards as arguments to methods ,A manageable amount,For async/await,No,,Yes
2021/01/16 3:33:20 PM GMT+11,Yes,Yes,.lock().unwrap(),No,I want my program to terminate,No,No,,None,To avoid having to write .lock.unwrap();For performance;For async/await,No,,Yes
